manufacturer_name,model_name,transmission,color,engine_has_gas,body_type,has_warranty
Daewoo,Gentra,mechanical,black,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,orange,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Lanos,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,other,FALSE,universal,FALSE
Daewoo,Nexia,mechanical,other,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,violet,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,red,FALSE,sedan,FALSE
Daewoo,Espero,mechanical,red,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,blue,FALSE,universal,FALSE
Daewoo,Nubira,mechanical,green,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Kalos,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,blue,TRUE,universal,FALSE
Daewoo,Matiz,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Matiz,automatic,blue,FALSE,hatchback,FALSE
Daewoo,Rezzo,mechanical,blue,FALSE,minivan,FALSE
Daewoo,Nexia,mechanical,black,FALSE,sedan,FALSE
Daewoo,Rezzo,mechanical,blue,FALSE,minivan,FALSE
Daewoo,Matiz,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,blue,TRUE,universal,FALSE
Daewoo,Matiz,mechanical,red,FALSE,minivan,FALSE
Daewoo,Matiz,mechanical,other,FALSE,hatchback,FALSE
Daewoo,Nexia,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Leganza,mechanical,green,TRUE,sedan,FALSE
Daewoo,Leganza,mechanical,green,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Nexia,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Leganza,mechanical,black,TRUE,sedan,FALSE
Daewoo,Leganza,mechanical,green,FALSE,sedan,FALSE
Daewoo,Leganza,mechanical,silver,TRUE,sedan,FALSE
Daewoo,Nexia,mechanical,other,FALSE,sedan,FALSE
Daewoo,Lanos,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Nexia,mechanical,yellow,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,other,FALSE,hatchback,FALSE
Daewoo,Lanos,automatic,green,FALSE,sedan,FALSE
Daewoo,Lanos,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Tacuma,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,grey,FALSE,hatchback,FALSE
Daewoo,Leganza,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Nexia,mechanical,other,FALSE,hatchback,FALSE
Daewoo,Nexia,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Lanos,mechanical,other,FALSE,sedan,FALSE
Daewoo,Nexia,mechanical,other,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,other,FALSE,sedan,FALSE
Daewoo,Leganza,mechanical,green,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,grey,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,green,TRUE,sedan,FALSE
Daewoo,Nubira,mechanical,silver,TRUE,sedan,FALSE
Daewoo,Matiz,mechanical,yellow,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,universal,FALSE
Daewoo,Nubira,mechanical,blue,TRUE,universal,FALSE
Daewoo,Lanos,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,red,FALSE,sedan,FALSE
Daewoo,Tacuma,mechanical,red,TRUE,minivan,FALSE
Daewoo,Lanos,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Lanos,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,other,TRUE,universal,FALSE
Daewoo,Matiz,mechanical,black,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,black,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Nexia,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Leganza,mechanical,green,FALSE,sedan,FALSE
Daewoo,Lanos,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Leganza,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Tacuma,mechanical,silver,FALSE,minivan,FALSE
Daewoo,Lanos,mechanical,black,TRUE,sedan,FALSE
Daewoo,Lanos,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Matiz,automatic,red,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,blue,TRUE,sedan,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,universal,FALSE
Daewoo,Lanos,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,green,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,green,FALSE,universal,FALSE
Daewoo,Lanos,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Espero,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,white,FALSE,sedan,FALSE
Daewoo,Lanos,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Leganza,mechanical,green,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,silver,FALSE,hatchback,FALSE
Daewoo,Nubira,mechanical,black,FALSE,universal,FALSE
Daewoo,Nexia,mechanical,red,FALSE,sedan,FALSE
Daewoo,Leganza,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Kalos,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Nexia,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,green,FALSE,sedan,FALSE
Daewoo,Lacetti,mechanical,other,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,other,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,other,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,yellow,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Kalos,mechanical,yellow,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,green,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,universal,FALSE
Daewoo,Lanos,mechanical,red,FALSE,hatchback,FALSE
Daewoo,Nexia,mechanical,other,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,green,FALSE,sedan,FALSE
Daewoo,Nexia,mechanical,red,FALSE,sedan,FALSE
Daewoo,Leganza,mechanical,black,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Lanos,mechanical,blue,FALSE,hatchback,FALSE
Daewoo,Espero,mechanical,red,FALSE,sedan,FALSE
Daewoo,Matiz,mechanical,green,FALSE,hatchback,FALSE
Daewoo,Leganza,mechanical,green,TRUE,sedan,FALSE
Daewoo,Leganza,mechanical,black,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,blue,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,blue,FALSE,universal,FALSE
Daewoo,Nubira,mechanical,white,FALSE,universal,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,universal,FALSE
Daewoo,Espero,mechanical,red,FALSE,sedan,FALSE
Daewoo,Nubira,mechanical,black,FALSE,universal,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,universal,FALSE
Daewoo,Matiz,mechanical,other,FALSE,hatchback,FALSE
Daewoo,Matiz,mechanical,other,FALSE,universal,FALSE
Daewoo,Nubira,mechanical,silver,FALSE,sedan,FALSE
Daewoo,Leganza,mechanical,blue,TRUE,sedan,FALSE
Geely,MK,mechanical,black,FALSE,sedan,FALSE
Geely,EX7,automatic,white,FALSE,suv,FALSE
Geely,Atlas,mechanical,white,FALSE,suv,FALSE
Geely,Atlas,mechanical,white,FALSE,suv,FALSE
Geely,MK,mechanical,silver,FALSE,sedan,FALSE
Geely,CK,mechanical,yellow,FALSE,sedan,FALSE
Geely,Emgrand,automatic,black,FALSE,suv,FALSE
Geely,LC,mechanical,white,FALSE,suv,FALSE
Geely,CK,mechanical,other,FALSE,sedan,FALSE
Geely,EC7,automatic,black,TRUE,sedan,FALSE
Geely,Emgrand 7,automatic,black,FALSE,suv,FALSE
Geely,EC7,automatic,black,FALSE,hatchback,FALSE
Geely,CK,mechanical,silver,FALSE,sedan,FALSE
Geely,Atlas,automatic,black,FALSE,suv,FALSE
Geely,MK,mechanical,black,FALSE,sedan,FALSE
Geely,MK,mechanical,white,FALSE,sedan,FALSE
Geely,Emgrand 7,mechanical,brown,FALSE,sedan,FALSE
Geely,SC7,mechanical,black,FALSE,sedan,FALSE
Geely,EX7,automatic,silver,FALSE,suv,FALSE
Geely,EX7,automatic,green,FALSE,suv,FALSE
Geely,EX7,mechanical,black,FALSE,universal,FALSE
Geely,CK,mechanical,other,FALSE,sedan,FALSE
Geely,MK,mechanical,grey,FALSE,hatchback,FALSE
Geely,Emgrand 7,automatic,black,FALSE,suv,FALSE
Geely,EC7,automatic,black,FALSE,sedan,FALSE
Geely,LC,mechanical,black,FALSE,hatchback,FALSE
Geely,CK,mechanical,yellow,FALSE,sedan,FALSE
Geely,SC7,mechanical,white,FALSE,sedan,FALSE
Geely,SC7,mechanical,white,FALSE,sedan,FALSE
Geely,SC7,mechanical,white,FALSE,sedan,FALSE
Geely,SC7,mechanical,silver,FALSE,sedan,FALSE
Geely,Atlas,mechanical,white,FALSE,suv,FALSE
Geely,Emgrand 7,mechanical,black,FALSE,sedan,FALSE
Geely,Atlas,automatic,black,TRUE,suv,FALSE
Geely,Atlas,automatic,white,FALSE,suv,FALSE
Geely,Emgrand,mechanical,black,FALSE,hatchback,FALSE
Geely,Emgrand,automatic,white,FALSE,suv,FALSE
Geely,Atlas,automatic,silver,FALSE,suv,FALSE
Geely,MK,mechanical,black,FALSE,sedan,FALSE
Geely,Emgrand,mechanical,grey,FALSE,sedan,FALSE
Geely,CK,mechanical,grey,FALSE,sedan,FALSE
Geely,CK,mechanical,other,FALSE,sedan,FALSE
Geely,SC7,mechanical,black,FALSE,sedan,FALSE
Geely,CK,mechanical,black,FALSE,sedan,FALSE
Geely,EX7,mechanical,other,FALSE,suv,FALSE
Geely,LC,mechanical,black,FALSE,hatchback,FALSE
Geely,Emgrand 7,mechanical,grey,FALSE,sedan,FALSE
Geely,MK,mechanical,black,FALSE,sedan,FALSE
Geely,SC7,mechanical,brown,FALSE,sedan,FALSE
Geely,LC,mechanical,red,TRUE,hatchback,FALSE
Geely,Emgrand 7,automatic,grey,FALSE,sedan,FALSE
Geely,Atlas,automatic,silver,FALSE,hatchback,FALSE
Geely,SC7,mechanical,black,FALSE,sedan,FALSE
Geely,SC7,mechanical,red,FALSE,sedan,FALSE
Geely,CK,mechanical,other,FALSE,sedan,FALSE
Geely,Emgrand,mechanical,white,FALSE,suv,FALSE
Geely,Emgrand,mechanical,red,TRUE,sedan,FALSE
Geely,SC7,mechanical,red,FALSE,sedan,FALSE
Geely,Emgrand,automatic,white,FALSE,suv,FALSE
Geely,EX7,automatic,brown,FALSE,suv,FALSE
Geely,EX7,automatic,black,FALSE,suv,FALSE
Geely,EX7,mechanical,silver,FALSE,suv,FALSE
Geely,MK,mechanical,silver,FALSE,sedan,FALSE
Geely,EC7,mechanical,silver,FALSE,sedan,FALSE
Geely,Emgrand,mechanical,black,FALSE,sedan,FALSE
Geely,EX7,mechanical,silver,FALSE,suv,FALSE
Geely,Atlas,mechanical,white,FALSE,suv,FALSE
Geely,LC,mechanical,blue,FALSE,hatchback,FALSE
Geely,CK,mechanical,other,FALSE,sedan,FALSE
Geely,EC7,mechanical,silver,FALSE,sedan,FALSE
Geely,Emgrand,automatic,silver,FALSE,universal,FALSE
ВАЗ,21099,mechanical,other,FALSE,sedan,FALSE
ВАЗ,XRAY,mechanical,black,FALSE,suv,FALSE
ВАЗ,2102,mechanical,red,FALSE,universal,FALSE
ВАЗ,21013,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,21214,mechanical,blue,FALSE,suv,FALSE
ВАЗ,2121,mechanical,black,FALSE,suv,FALSE
ВАЗ,2115,mechanical,silver,FALSE,sedan,FALSE
ВАЗ,2114,mechanical,green,FALSE,hatchback,FALSE
ВАЗ,2108,mechanical,orange,FALSE,hatchback,FALSE
ВАЗ,2121,mechanical,green,FALSE,suv,FALSE
ВАЗ,2108,mechanical,yellow,FALSE,hatchback,FALSE
ВАЗ,2103,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,21011,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,white,FALSE,sedan,FALSE
ВАЗ,Largus,mechanical,other,FALSE,universal,FALSE
ВАЗ,2106,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2131,mechanical,green,FALSE,suv,FALSE
ВАЗ,2105,mechanical,black,FALSE,sedan,FALSE
ВАЗ,2110,mechanical,silver,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,brown,TRUE,sedan,FALSE
ВАЗ,2108,mechanical,orange,FALSE,hatchback,FALSE
ВАЗ,2109,mechanical,green,FALSE,hatchback,FALSE
ВАЗ,2101,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2121,mechanical,red,FALSE,suv,FALSE
ВАЗ,Vesta,mechanical,white,FALSE,universal,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,blue,FALSE,hatchback,FALSE
ВАЗ,2101,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2103,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,black,FALSE,hatchback,FALSE
ВАЗ,2107,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2121,mechanical,white,FALSE,suv,FALSE
ВАЗ,2106,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,white,TRUE,sedan,FALSE
ВАЗ,2131,mechanical,silver,FALSE,suv,FALSE
ВАЗ,2110,mechanical,silver,FALSE,sedan,FALSE
ВАЗ,2104,mechanical,other,FALSE,universal,FALSE
ВАЗ,2108,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,2120,mechanical,green,FALSE,minivan,FALSE
ВАЗ,2107,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2131,mechanical,red,FALSE,suv,FALSE
ВАЗ,2131,mechanical,red,FALSE,suv,FALSE
ВАЗ,2101,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,2107,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,2115,mechanical,black,FALSE,sedan,FALSE
ВАЗ,Kalina,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2110,mechanical,green,FALSE,hatchback,FALSE
ВАЗ,2105,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2121,mechanical,green,FALSE,suv,FALSE
ВАЗ,2106,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,21213,mechanical,blue,FALSE,suv,FALSE
ВАЗ,21214,mechanical,white,FALSE,suv,FALSE
ВАЗ,21099,mechanical,black,FALSE,sedan,FALSE
ВАЗ,2110,mechanical,silver,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,black,FALSE,sedan,FALSE
ВАЗ,2111,mechanical,silver,FALSE,universal,FALSE
ВАЗ,21013,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,Vesta,automatic,silver,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,21099,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2112,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2105,mechanical,white,FALSE,sedan,FALSE
ВАЗ,Largus,mechanical,blue,TRUE,universal,FALSE
ВАЗ,2106,mechanical,black,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2109,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2106,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,black,FALSE,sedan,FALSE
ВАЗ,Vesta,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,2107,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2115,mechanical,grey,FALSE,sedan,FALSE
ВАЗ,2104,mechanical,red,FALSE,universal,FALSE
ВАЗ,2109,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,2109,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2109,mechanical,blue,FALSE,hatchback,FALSE
ВАЗ,Priora,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,21013,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2102,mechanical,green,FALSE,universal,FALSE
ВАЗ,2108,mechanical,white,FALSE,cabriolet,FALSE
ВАЗ,2108,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,2112,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2108,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,2114,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2121,mechanical,white,FALSE,suv,FALSE
ВАЗ,21213,mechanical,violet,FALSE,suv,FALSE
ВАЗ,2106,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,violet,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,blue,FALSE,hatchback,FALSE
ВАЗ,21213,mechanical,orange,FALSE,suv,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2103,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,blue,FALSE,hatchback,FALSE
ВАЗ,2107,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2121,mechanical,blue,FALSE,suv,FALSE
ВАЗ,2106,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2131,mechanical,red,FALSE,suv,FALSE
ВАЗ,2107,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2114,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2104,mechanical,green,FALSE,universal,FALSE
ВАЗ,2109,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,2105,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,21013,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,Vesta,mechanical,brown,FALSE,universal,FALSE
ВАЗ,2121,mechanical,green,FALSE,suv,FALSE
ВАЗ,2108,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,2106,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2109,mechanical,blue,FALSE,hatchback,FALSE
ВАЗ,2103,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2105,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2103,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,silver,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,green,FALSE,sedan,FALSE
ВАЗ,21099,mechanical,green,FALSE,sedan,FALSE
ВАЗ,1119,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2108,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,2111,mechanical,green,FALSE,universal,FALSE
ВАЗ,2121,mechanical,white,FALSE,suv,FALSE
ВАЗ,21011,mechanical,orange,TRUE,sedan,FALSE
ВАЗ,2114,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,21011,mechanical,black,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,violet,FALSE,sedan,FALSE
ВАЗ,2114,mechanical,black,FALSE,hatchback,FALSE
ВАЗ,2101,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,white,FALSE,sedan,FALSE
ВАЗ,Vesta,mechanical,orange,FALSE,universal,TRUE
ВАЗ,2114,mechanical,green,FALSE,hatchback,FALSE
ВАЗ,2110,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2106,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,21011,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,silver,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,21099,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,brown,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,2121,mechanical,green,FALSE,suv,FALSE
ВАЗ,2103,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,21011,mechanical,green,FALSE,universal,FALSE
ВАЗ,2109,mechanical,black,FALSE,hatchback,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,blue,FALSE,hatchback,FALSE
ВАЗ,21213,mechanical,violet,FALSE,hatchback,FALSE
ВАЗ,2110,mechanical,grey,FALSE,sedan,FALSE
ВАЗ,21013,mechanical,red,FALSE,sedan,FALSE
ВАЗ,Vesta,automatic,other,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,21213,mechanical,green,FALSE,suv,FALSE
ВАЗ,2107,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,orange,FALSE,sedan,FALSE
ВАЗ,2105,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2112,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,Vesta,mechanical,grey,FALSE,sedan,FALSE
ВАЗ,Granta,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,black,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2106,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,blue,FALSE,hatchback,FALSE
ВАЗ,2101,mechanical,green,FALSE,sedan,FALSE
ВАЗ,2131,mechanical,green,FALSE,suv,FALSE
ВАЗ,2105,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2121,mechanical,green,FALSE,suv,FALSE
ВАЗ,2106,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2131,mechanical,silver,FALSE,suv,FALSE
ВАЗ,ВИС,mechanical,blue,FALSE,van,FALSE
ВАЗ,Priora,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2121,mechanical,green,FALSE,suv,FALSE
ВАЗ,2101,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2114,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2107,mechanical,brown,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2101,mechanical,other,FALSE,sedan,FALSE
ВАЗ,2113,mechanical,silver,FALSE,hatchback,FALSE
ВАЗ,2109,mechanical,white,FALSE,hatchback,FALSE
ВАЗ,21011,mechanical,orange,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,other,FALSE,sedan,FALSE
ВАЗ,21099,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2107,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2103,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2108,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,2104,mechanical,white,FALSE,universal,FALSE
ВАЗ,2108,mechanical,red,FALSE,hatchback,FALSE
ВАЗ,2106,mechanical,other,FALSE,sedan,FALSE
ВАЗ,21214,mechanical,white,FALSE,suv,FALSE
ВАЗ,2115,mechanical,black,FALSE,sedan,FALSE
ВАЗ,2114,mechanical,other,FALSE,hatchback,FALSE
ВАЗ,2107,mechanical,white,FALSE,sedan,FALSE
ВАЗ,2106,mechanical,yellow,FALSE,sedan,FALSE
ВАЗ,2109,mechanical,red,FALSE,sedan,FALSE
ВАЗ,2114,mechanical,black,FALSE,hatchback,FALSE
ВАЗ,21214,mechanical,blue,FALSE,suv,FALSE
ВАЗ,2105,mechanical,blue,FALSE,sedan,FALSE
ВАЗ,2110,mechanical,silver,FALSE,sedan,FALSE
